"zone";"area_building_commercial_industrial";"area_building_commercial_innercity";"area_building_highrise";"area_building_lightweight";"area_building_multifamily";"area_building_singlefamily";"area_building_skyscraper";"area_other_airport";"area_other_parking";"area_other_remaining_impervious";"area_rail_bridge";"area_rail_exclude";"area_rail_other";"area_rail_railway";"area_rail_subway_elevated";"area_rail_subway_surface";"area_rail_subway";"area_rail_tram";"area_rail_tunnel";"area_street_bridge_motorway";"area_street_bridge_other";"area_street_exclude";"area_street_local";"area_street_motorway_elevated";"area_street_motorway";"area_street_other_elevated";"area_street_primary";"area_street_secondary";"area_street_tertiary";"area_street_track";"area_street_tunnel"
1070;349864;3777;0;317652;148396;1648930;0;80451;5482;485912;0;115712;0;0;0;0;0;0;0;13777;60416;1463;11654853;13777;1083752;60416;1417084;66302;3101435;219120;257
1071;137931;11068;889;244869;40124;973597;0;0;16590;299625;0;0;0;3430;0;0;0;0;0;0;15788;0;4069042;0;65384;15788;0;639100;693285;27748;0
1072;508540;11354;154;324208;115336;1407354;0;120493;2586;1032254;0;446760;17494;0;0;0;0;0;0;0;12880;0;8887460;0;0;12880;800633;584726;2224611;24769;0
1073;3743880;64479;71;1297239;444735;8769545;0;285511;568822;7233707;3673;512;1789;942437;0;0;0;0;0;65551;45016;7092;20114190;65551;4531546;45016;923895;1747709;3014956;46868;5979
1074;392317;2551;0;389225;93205;1518379;0;125898;28282;952395;0;70399;0;0;0;0;0;0;0;7369;24472;163;6422794;7369;439439;24472;1259498;87639;2401406;30782;0
1075;600137;12592;0;484626;123647;2301477;0;92191;115305;1719146;0;0;0;0;0;0;0;0;0;0;373;6999;10766545;0;0;373;795595;0;1424877;786122;0
1076;540844;12208;1539;392150;82878;1477099;0;42121;0;889435;3111;249180;46271;465616;0;0;0;0;0;17562;7626;0;7715702;17562;798169;7626;0;940761;2372210;110655;0
1077;566026;14479;1072;466622;129994;3007603;0;136362;151474;3684869;13588;33732;0;1147667;0;0;0;0;0;59785;39772;5602;13149734;59785;2218626;39772;278980;888251;2371870;139394;2358
1078;71860;2141;0;140829;54390;874335;0;0;5625;478710;0;36913;0;0;0;0;0;0;0;24270;8170;0;5152070;24270;1260475;8170;571017;328103;1582355;124317;211
1079;558121;18333;75;474631;118575;2879825;0;19145;28798;946001;1732;223197;0;350022;0;0;0;0;0;22145;12279;0;6877563;22145;1452431;12279;692081;570961;1057194;8478;394
1080;1175226;16007;0;1701829;117914;4970050;0;255045;13641;3598006;8940;332171;0;956906;0;0;0;0;0;69054;46416;0;15062482;69054;2420584;46416;162822;1128133;5950022;48699;0
1081;448423;6093;0;397336;52246;2173188;0;112850;107156;2024113;9711;74007;627;1215144;0;0;0;0;0;0;32194;0;10464765;0;0;32194;1891996;1014431;1450804;122583;0
1082;2325040;131352;6837;1526749;148198;9100277;0;145605;145650;16207663;6756;23572;0;1755164;0;0;0;0;0;81702;47696;5319;17032095;82032;1952399;47696;1084642;675669;2206569;159191;0
1083;449582;14612;78;551167;43497;1815002;0;0;13890;2628280;1470;289708;0;183423;0;0;0;0;0;234224;21975;0;6309826;235214;57287;21975;0;912826;1695450;365471;0
1084;663517;8198;98;888824;78582;4204653;0;170413;23279;1369032;10120;330983;0;896638;0;0;0;0;0;29137;51716;3180;14634424;29137;762980;51716;0;822155;4637911;35904;0
1085;636006;8386;156;629176;21886;3396363;0;249156;8802;2874680;14719;228689;0;1739608;0;0;0;0;0;0;48546;153;35484407;0;0;48546;2761739;1225288;2616243;1811167;69
1086;275149;3154;0;227606;39598;1493112;0;57645;0;4061179;3454;231156;0;1139372;0;0;0;0;0;8740;24485;1249;17381417;8740;1591123;24485;0;1261124;4247554;408357;0
1087;2905728;26776;5909;1449269;166308;9364747;11740;1664459;819385;18578352;21379;15519;7503;2168173;0;0;0;4267;0;157660;118448;19526;22030129;158068;2474573;118448;0;2446763;3111035;75451;1298
1088;6690127;134069;35449;2514138;787500;18712081;1505;698266;854700;35186181;32148;408597;7897;4372051;0;0;0;0;0;934986;218946;71847;38445375;937617;7539396;218946;610196;4758327;4399877;279678;843
1089;5380626;113398;14331;3031298;250727;16676003;33880;1279917;726627;39530965;27275;329396;9943;3769808;0;0;0;0;0;434813;177676;26818;35149511;435691;4745543;177676;546825;1599316;4157695;517066;0
1090;139921;510;0;124245;17565;699742;0;35486;0;447694;4302;0;0;554685;0;0;0;0;0;0;73624;0;9834227;0;0;73624;1481883;0;2978000;465632;0
1091;283891;4700;73;257922;19570;816892;0;51880;0;6212043;0;0;0;0;0;0;0;0;0;0;28752;1274;8041763;0;0;28752;0;1897871;1251273;79088;0
1092;209403;1890;0;185553;36980;1114109;0;69107;0;520230;0;88667;0;0;0;0;0;0;0;0;40741;0;14666350;0;0;40741;1612972;552078;2561475;164048;0
1093;380396;1408;0;347478;40711;1905998;0;35498;6257;1841068;0;1678;0;636988;0;0;0;0;0;0;2414;0;18664443;0;0;2414;7422;1908007;3155685;523860;0
1094;432877;4442;0;298794;20774;1751822;0;86731;8324;1045677;0;479587;0;0;0;0;0;0;0;0;77489;0;18545804;0;0;77489;1260347;81324;3265005;132775;0
1095;543128;8451;2591;441461;47539;2631412;0;110030;0;13482401;7332;240662;0;1580384;0;0;0;0;0;66072;35052;0;21483899;66072;3207809;35052;2114682;1475266;3467026;97933;156
1096;10521004;330505;26197;4431741;1067658;35647871;7852;696979;2636939;45177872;44749;40388;10005;2574217;0;0;0;0;0;825523;230533;55903;42442425;836497;2495654;230533;2241856;1193178;5348205;98093;4247
1097;325042;2714;0;104759;13325;691357;0;56724;0;506082;485;101896;107745;5486;0;0;0;0;0;0;10553;76;5413651;0;0;10553;0;803187;1662052;259551;0
1098;288093;599;0;322507;10396;2002581;0;56836;10170;754269;1853;250619;0;195370;0;0;0;0;0;0;18681;0;6157925;0;0;18681;258304;910170;2628409;104473;0
1099;503608;3815;414;716738;78428;3116323;0;39820;5584;1866347;2933;318809;0;683939;0;0;0;0;0;3719;12715;60568;14252387;3719;379937;12715;57649;1552966;3883920;122544;0
1100;533983;1248;0;378161;29073;2032221;0;52527;0;887042;0;0;0;0;0;0;0;0;0;0;19562;0;19786666;0;0;19562;1332099;437700;3905048;559351;0
1101;263329;1338;0;267912;48974;1821044;0;121392;64710;861366;5751;176777;0;1721397;0;0;0;0;0;0;38811;0;15820220;0;0;38811;3073042;1116339;2369729;188610;222
1102;2073029;65337;0;1678946;204204;5122199;0;268552;520884;6945053;3865;394954;2466;886775;0;0;0;0;0;212083;44978;2684;10649650;212083;1610759;44978;152983;858524;2580715;171960;0
1103;1168871;88143;5542;571918;74314;2685328;0;31196;8650;7730183;3564;148715;0;1612399;0;0;0;0;0;805126;20682;552;6660828;805838;554792;20682;249;532085;2854169;129568;0
1104;305813;4559;577;266753;37965;1716833;0;43036;0;2334457;1157;285047;0;315736;0;0;0;0;0;0;11070;0;13872478;0;0;11070;1243809;704447;2639403;272347;0
1105;9387203;250578;27172;4756957;1326426;28053563;2521;1037953;1348180;34767076;118906;187864;47081;2609493;0;0;0;0;0;939593;1069537;89943;27917596;951244;1418693;1069537;1982470;296317;3219088;124451;6616
1106;683164;2404;0;893299;41037;2847685;0;291938;39913;3079825;9902;104726;0;1000693;0;0;0;0;0;42102;69392;918;13606320;42102;2008393;69392;847442;670984;3342289;326766;0
1107;5045316;77649;1401;3871162;1084237;16393961;0;546431;1843687;17959667;4959;216711;4321;677288;0;0;0;0;0;74808;59816;1480;22325959;74808;2190528;59816;753536;1222987;3483730;21343;253
1108;1948594;68978;5657;2697454;154684;6796330;0;148268;272502;11399401;4891;125161;0;754240;0;0;0;0;0;157505;399789;1415;16174461;158664;984310;399789;509977;1494083;3340971;108228;0
1109;265452;1033;0;213651;47209;1427446;0;95663;0;947424;5344;155858;0;282929;0;0;0;0;0;0;48270;0;18315750;0;0;48270;1090079;821359;2514111;251706;0
1110;1337592;10226;0;641166;259400;3830090;0;133030;191012;6647503;373;159538;0;626050;0;0;0;0;0;2089;30394;3766;14323733;2089;2555037;30394;1074130;814084;3464028;118446;0
1111;1382368;19996;0;1620548;139487;10521945;0;0;357828;7871413;17742;10230;0;505555;0;0;0;0;0;91608;96629;6902;21874114;91608;2334537;96629;15582;1802987;3942910;2139463;1510
1112;390555;2901;0;164115;14066;992933;0;218844;6115;1214669;35153;83187;27037;908862;0;0;0;0;0;181976;53798;0;15311967;181976;2961523;53798;0;1125002;1208164;702423;789
1113;605307;5639;0;322256;109599;2339217;0;120606;722;1846532;2138;174597;0;1319806;0;0;0;0;0;0;35425;0;13713332;0;0;35425;1189748;1159401;2762926;67268;3636
1114;952371;19123;0;570548;61538;3627516;0;186351;677148;3046746;10242;436957;0;1439268;0;0;0;0;0;58148;62497;23036;25531828;58148;4518331;62497;0;2390113;4906080;351941;0
1115;5580363;1444738;114101;2769013;3610055;19648786;84151;536537;1940761;25998725;113188;140489;6626;3162044;0;0;0;296655;0;2003449;447840;70720;26705649;2022207;2261259;447840;243441;1202687;1339100;140166;257
1116;4337366;57324;930;1621684;712268;11995480;0;591295;289349;17507454;14193;146903;0;2258441;0;0;0;0;0;156229;128256;3929;24254396;159820;2664444;128256;1979394;1538703;2858862;47027;316
1117;1080449;68848;5875;550711;99120;1694209;0;870199;40475;7811062;2342;453606;0;546134;0;0;0;0;0;0;62543;0;8609358;0;0;62543;3702994;19522;794201;93843;4884
1118;449800;14360;241;490133;59990;2342469;0;82750;3580;1192018;85508;173154;0;2622564;0;0;0;0;0;0;255787;800;7910220;0;0;255787;991571;847574;3616582;875667;0
1119;3107339;86563;2525;1715033;410399;11998212;0;827049;461514;13038707;45430;463896;4051;3427715;0;0;0;0;0;664576;266355;11906;30957597;668305;5416172;266355;5133892;1412193;6009838;352669;0
1120;236298;1140;447;139187;6863;893319;0;66381;0;3464592;5099;0;0;1166006;0;0;0;0;0;0;23259;0;5140745;0;0;23259;0;1525164;1711101;228432;0
1121;665969;1413;0;327538;27958;1941143;0;120879;0;1316014;10609;172105;0;586355;0;0;0;0;0;44805;46814;1989;17835586;44805;2528536;46814;680323;910996;3028850;68175;0
1122;579145;4299;4;527072;51369;2900637;0;150720;5687;3302044;4758;61181;0;925985;0;0;0;0;0;0;97691;706;25535439;0;0;97691;2426539;535875;3362180;310984;205
1123;998560;56543;17011;1266636;132207;2075868;0;40147;47075;6668763;0;130947;0;427127;0;0;0;0;0;0;42044;403;4856651;0;0;42044;272859;335910;894204;100035;0
1124;1534974;389290;47635;906019;183968;3704859;0;47630;134562;10748659;113201;26715;0;2162370;0;0;0;0;0;1571205;120526;1196;8973668;1574843;466639;120526;1781543;48304;1066582;314656;0
1125;115337;190;0;214558;15199;1173192;0;45676;1625;422473;0;0;0;0;0;0;0;0;0;0;2272;0;5753774;0;0;2272;0;769472;2731046;359820;0
1126;926551;277593;27791;514010;67311;1767454;0;9391;15831;5880596;3785;16303;0;1369332;0;0;0;0;0;30614;100851;0;6268451;30614;589451;100851;509244;839335;1174827;203451;0
1127;1059540;238982;24797;602471;137285;3200466;0;124261;8572;5973915;6294;7020;0;1453340;0;0;0;0;0;1742310;33480;2586;5931378;1745094;856038;33480;615249;378629;701143;121089;0
1128;1610232;11693;562;2185359;139011;7298767;0;301525;26800;4116624;47075;651740;0;1764990;0;0;0;0;0;161589;136436;7117;22027794;162063;2964345;136436;2502558;1445482;5246682;262792;3555
1129;1090235;18009;1119;1582074;108951;3863366;0;109197;31600;3080126;1588;411025;0;212001;0;0;0;0;0;851477;35699;18090;9980693;852305;880073;35699;114978;749039;3280584;306505;1710
1130;1624155;74829;15888;1093910;154055;3540908;0;90582;2159;6615178;21483;298951;0;1267878;0;0;0;0;0;721242;101128;14859;11167884;725338;2014930;101128;665667;260603;2339316;34348;517
1131;3585158;63319;151;3025158;880441;20357756;0;226795;810628;17895029;66091;522590;2752;647343;0;0;0;0;111;579096;995083;36396;50011014;579100;5533559;995083;193316;1723534;4644646;764596;236
1132;2472743;13331;0;1682660;217494;10446290;0;420743;885184;7682570;19175;97029;0;1265585;0;0;0;0;0;837489;106943;42450;27473659;839366;5593279;106943;0;1769065;4827518;379416;219
1133;232613;1041;0;125841;6677;744345;0;60938;0;222417;0;253979;0;0;0;0;0;0;0;0;6339;0;17821491;0;0;6339;0;739242;3899039;281136;0
1134;3209583;92938;1361;2257719;168550;7573569;0;347594;233;15959164;2712;127652;0;326452;0;0;0;0;0;892218;107007;0;11199170;894427;962214;107007;0;735269;3480777;69850;3176
1135;489860;2572;0;572107;46398;2960856;0;32172;43118;1133578;0;365200;0;158188;0;0;0;0;0;0;30639;778;22198284;0;0;30639;1115374;3740182;648466;51315;169
1136;925546;13666;1259;1771564;75524;4718985;0;242032;50946;2674971;985;271407;0;207190;0;0;0;0;0;0;62023;0;17995332;0;0;62023;0;1886021;4584631;359746;0
1137;1113434;8059;0;625805;92844;4331862;0;176758;22690;7151847;2146;166484;0;1004568;0;0;0;0;0;0;29762;2249;44616112;0;0;29762;3675001;946662;4387668;1020728;0
1138;714587;20858;420;945055;80293;4680228;0;122734;0;2088672;5028;242027;0;443864;0;0;0;0;0;0;34711;0;21103344;0;0;34711;429516;1153901;3910383;81677;0
1139;1057562;2195;0;562302;45764;3825942;0;192612;580514;5472872;16346;90193;4169;1980144;0;0;0;0;0;43435;20720;404;19797214;43800;1496915;20720;0;1787222;2302468;274539;0
1140;1191608;45100;4334;454282;30767;2041256;0;0;0;5905823;60609;104296;1010;1756383;0;0;0;0;0;155781;82905;1297;5817322;156388;1151808;82905;975145;425929;1618364;273466;0
1141;326670;156;0;235165;8866;1200968;0;71530;2753;337744;0;191172;0;0;0;0;0;0;0;0;13536;0;10311484;0;0;13536;0;919549;2274569;51565;0
1142;298227;17562;985;185574;29760;1147412;0;48575;31646;1669667;1338;360239;0;120338;0;0;0;0;0;0;89253;13354;6994738;0;0;89253;1281186;210451;1093100;622583;0
1143;403015;4475;0;213257;38909;1462591;0;35833;66276;1394856;7495;519588;38348;688020;0;0;0;0;0;0;57624;12492;20448492;0;0;57624;1516903;1160542;4091623;546700;0
1144;1577657;74214;8367;748090;237735;6104957;0;185912;399478;11578723;11028;222272;49244;1247303;0;0;0;0;0;40191;69404;444007;18213583;40191;1190226;69404;96648;1481591;2671886;176086;342
1145;1511039;25499;34;786428;106627;6568972;0;1208434;976367;12516659;46646;1178566;256026;6508104;0;0;0;0;0;65652;83504;1515626;77413336;65652;3985166;83504;198990;8234015;6358381;25250454;342
1146;4213825;438852;79288;2072332;1272398;17902107;0;591943;3384713;22843128;20913;247710;380664;1809804;0;0;0;0;248;195512;184750;1408619;49641715;196828;6202838;184750;195001;2913513;5844174;399863;1222
1147;367414;8211;690;372242;52151;2825247;0;71172;277608;3463432;3111;647842;14690;484162;0;0;0;0;0;0;212203;1455929;22795203;0;0;212203;844853;2401025;2911791;8123487;0
1148;639632;19955;237;673992;285066;5907369;0;224114;545683;7662581;2211;208400;39395;510091;0;0;0;0;0;0;45631;709554;38514360;0;0;45631;0;2252641;6247979;2119682;0
1149;1909738;29636;1690;1120351;156716;9320430;0;244748;1374387;10151842;14796;331847;127109;1495157;0;0;0;0;0;87335;106590;1027532;30324035;87335;4345348;106590;620976;2173569;4513248;555681;0
1150;523553;23878;427;445817;41782;3845017;0;219360;374586;3815639;5812;77159;0;331289;0;0;0;0;0;0;17608;103615;14443209;0;0;17608;734537;668923;1794591;371233;87
1151;282159;10362;0;417041;28827;3618543;0;74098;125394;1357497;13893;112567;55366;554323;0;0;0;0;0;0;61318;88992;16331469;0;4193;61318;782440;599706;3506131;348793;0
1152;833521;13378;2914;688290;39224;5259347;0;170497;358326;5007923;8273;341756;94755;1289327;0;0;0;0;0;0;83431;1255934;37952675;0;11327;83431;1273130;1417662;5604371;4102607;539
1153;2475885;91577;2508;1213895;875278;10440252;0;1622586;2019288;20701721;37841;457799;106056;4779994;0;0;0;0;1174;154845;118682;919259;49797002;155163;9808992;118682;155314;4740830;7508263;5892012;1162
1154;235169;2312;0;225041;60127;1913701;0;126475;88384;1914223;18711;576430;105239;2075277;0;0;0;0;0;0;33089;1280347;25343770;0;0;33089;0;1337341;1721999;25775937;0
1155;363196;8047;26;315848;46545;2708162;0;11502;94726;2144943;17806;14028;69906;568826;0;0;0;0;1466;22987;71449;522231;9990752;22987;1867030;71449;228418;529145;1405462;210271;835
1156;788801;10391;3508;673532;60882;5082193;0;458433;239654;6643012;15790;515831;159143;1471175;0;0;0;0;365;40411;69979;2546813;37754699;40411;1509153;69979;1200520;2626641;6495352;22162217;1749
1157;452127;4529;0;443843;98677;3490352;0;94557;108502;3059901;9951;42945;10862;1142763;0;0;0;0;325;0;29492;314173;18847614;0;67539;29492;1262244;1085949;3390798;726514;0
1158;236408;15360;98;322504;54485;2771882;0;214049;37794;5712690;9344;583261;87588;875170;0;0;0;0;0;0;58626;44194;42307845;0;0;58626;86596;4870367;3560001;6083799;3646
1159;2077728;127080;1229;1808497;557188;15015995;0;692434;1890858;12305646;13176;672227;18971;883053;0;0;0;1776;1112;66662;117080;750832;42955461;66866;3361669;117080;16306;2996888;4864546;1890137;1343
1160;1190477;80732;1934;547510;424606;4398131;0;35881;1026250;3569890;44124;720858;47012;2362901;0;0;0;0;42870;136174;110610;163110;17584813;138033;3256337;110610;777343;1088419;1736115;2215727;7069
1161;8309284;672432;55681;2961698;3047451;25785165;0;2075318;7267262;24496620;11997;287409;97942;945669;0;0;0;0;2176;629060;190755;356507;54457330;631231;9611790;190755;1636634;2377578;3446238;874381;6047
1162;11053399;1038345;71405;4161034;3832614;35435175;0;623133;10658758;30597191;63989;377378;139929;3095015;12375;146260;2631;0;14553;773454;345972;1843382;69767034;780038;10648484;345972;2331924;3038473;6065788;2234496;8854
1163;670519;38749;0;616251;524031;5189562;0;51485;808758;2629983;780;50395;0;0;0;0;0;0;0;0;39376;25844;17523863;0;0;39376;2133356;194425;1325784;338567;0
1164;1282841;20784;0;433383;214572;3081061;0;144954;235932;1304201;2510;183106;62277;150830;0;0;0;0;0;0;52093;100928;13408746;0;0;52093;892760;793859;1453284;1422574;0
1165;2172220;144098;1717;1456881;1537551;10813497;0;315947;745688;3701643;22036;177487;7680;1341841;0;0;0;0;13610;5676;66862;274725;31183857;5676;162327;66862;1145422;1838567;2132748;465944;291
1166;1832514;140370;0;857058;1068626;6575920;0;172321;766445;5195562;42137;189182;72174;1498656;0;0;0;0;9681;81964;143487;231156;21955155;82594;1934812;143487;1397546;1255055;1940117;346571;2057
1167;1614888;81773;5351;963169;1716620;7972163;0;192492;1499840;5622798;1380;140587;99813;777010;0;0;0;0;1046;0;57730;90492;31779809;0;0;57730;3012134;999625;2284124;412045;0
1168;1159056;41758;1833;383811;138749;3013361;0;314830;115080;2671179;741;80697;2726;520382;0;0;0;0;0;21210;82292;44412;16207433;21210;142183;82292;825087;638208;1513081;1541972;0
1169;3717799;163790;98;1753052;3372145;13043822;0;371876;2304980;9105386;21353;64062;93214;1977776;0;0;0;0;12446;157126;168236;801867;42165352;157126;5877624;168236;1546202;2194549;3962997;711425;2188
1170;500503;27280;357;423137;556779;3089373;0;196477;335383;1522088;11961;179098;4755;1221872;0;0;0;0;2259;42134;59994;197657;20789845;42449;2531570;59994;221719;1754415;1164840;3453291;209
1171;3545691;178025;3338;1599791;1002885;13676684;0;454479;2893966;10240867;53526;213782;80943;1288425;0;0;0;0;123;52175;156516;362040;37340062;52175;1800957;156516;2159343;2237285;2697499;813243;2146
1172;5536827;408831;20450;1556159;3463381;13227930;0;39491;5722790;9557800;10727;49342;61060;875827;0;0;0;0;7490;213876;144684;500758;31421040;215487;6676533;144684;1362977;859854;1765753;465301;5492
1173;547428;26481;0;275416;122069;2068194;0;155151;78217;981018;1739;23082;11804;493365;0;0;0;0;0;0;19407;17699;9321909;0;0;19407;556562;414037;2231332;432885;0
1174;6613193;2120489;208316;3489051;14963726;30359905;22689;155130;6318388;17579510;56906;303663;12779;964701;16962;287801;297091;14498;20752;343903;250273;1099299;68116317;345701;6640871;250273;1448795;6354909;5077670;356954;22305
1175;10654166;1135002;55818;3610126;5989230;31723975;0;1659014;9520076;30553644;124625;482963;49919;1866762;94552;487253;166378;0;3546;460858;247045;355476;65816884;462536;8817101;247045;5719454;3148894;4304826;730876;7374
1176;1136639;32571;358;540184;212679;4298030;0;398169;396909;2414504;1264;195631;4539;436045;0;0;0;0;0;185660;47681;112526;14815750;185761;902055;47681;2425630;855150;1975607;557929;108
1177;1480149;79574;894;911618;518986;7304469;0;1434726;1108697;5905822;0;40770;0;0;0;0;0;0;0;0;44180;84535;22490771;0;9713;44180;1633221;661493;2431331;250979;0
1178;902183;20698;1648;349831;105719;2308547;0;141233;161127;1176606;957;75592;1295;380037;0;0;0;0;492;0;35450;4389;10852535;0;0;35450;1235840;295300;1036042;279848;0
1179;860634;42966;242;476224;199848;3978793;0;343315;320486;2393714;474;243664;19026;0;0;0;0;0;0;0;69474;88986;15490022;0;0;69474;1489051;186440;1260587;545378;0
1180;3682341;98162;4318;1174832;2033533;8692968;0;462151;1193489;8574547;39891;319070;84412;2019658;0;0;0;0;9438;160698;142383;274525;24804023;161240;5581374;142383;99538;1748847;3387293;625760;8639
1181;2300429;140384;2346;864535;569318;6718277;0;489772;604409;7570135;1393;167456;3099;387084;0;0;0;0;0;101756;33928;24705;20315500;101756;1633558;33928;1867995;556816;1593549;550434;472
1182;2501684;171988;19183;875575;615579;5112378;0;308939;781072;6942514;1114;166975;2914;569699;0;0;0;0;0;4410;150190;94712;18439562;4410;249573;150190;3754214;643738;1883508;273336;3349
1183;11933457;1590090;282168;1381455;4026681;11943412;70132;0;4712791;30272076;159901;77002;196924;3796366;66074;65637;136569;0;120568;1093099;305023;272106;25132554;1104575;2363310;305023;526463;3994970;2340482;331458;258041
1184;2352207;84192;5599;2488224;270107;21809731;0;1595429;2993047;32770200;7389;362415;4058;800989;0;0;0;0;310;64033;68744;1837330;45667814;64146;3805504;68744;666888;2374016;5569098;1828471;793
1185;2008170;166661;2013;1246957;706212;10357235;0;308857;993561;10184707;27973;245878;0;1913053;0;0;0;0;94543;45744;132988;1561772;32238282;45890;1866884;132988;272559;3433874;3119016;860619;804
1186;8141283;351410;24714;3002956;1256074;26357939;0;736898;1974998;59840171;18078;656927;62220;1745261;0;0;0;0;953;335538;175144;681443;51849715;337258;9473069;175144;645707;2950870;6026838;729937;13226
1187;157183;2702;0;271708;8971;2365439;0;364501;89414;1280232;0;0;0;0;0;0;0;0;0;0;6714;133765;8936214;0;0;6714;0;0;802568;1010848;0
1188;7975831;734041;34686;3707030;2894104;32970353;0;592349;3712613;75969399;42161;694758;82009;1722373;0;0;0;0;9111;320187;245796;2023311;57777744;322377;8469301;245796;1311763;2245613;8911040;1369834;4935
